MI_PRINX,SL Number,Site ID,Street Location,Between Street 1,Between Street 2,Direction Bound,Start Date,End Date,Count Year,Ave Weekday Traffic,ADT,AM Peak 8 To 9,PM Peak 5 To 6,Percent Heavy Vehicles,Speed Limit,Percentile 85th,Percent Exceed Speed Limit,Data Collected By,Longitude,Latitude,x,y
251,46,RAILWY_THOMAS_SUTHLD,Railway street,Thomas street,Sutherland street,Eastbound/Westbound,11/21/2023 12:00:00 AM,11/28/2023 12:00:00 AM,2023,10929,10224,878,786,0.9,50,47.52,9.06,COP,115.8443197,-31.9442088,12895731.8938,-3755987.6267
252,48,RAILWY_COLNST_PLAIN,Railway Street,Colin St,Plaistowe Mews,West,3/9/2022 12:00:00 AM,3/17/2022 12:00:00 AM,2022,3981,3653,447,308,0.0799,50,48.4,0.0078,Pantagon,115.844733,-31.944236,12895777.9022,-3755991.195
253,47,RAILWY_COLNST_PLAIN,Railway Street,Colin St,Plaistowe Mews,East,3/9/2022 12:00:00 AM,3/17/2022 12:00:00 AM,2022,4382,4142,333,334,0.0678,50,48.6,0.0091,Pantagon,115.844734,-31.944243,12895778.0135,-3755992.1134
254,62,MALCLM_HARVST_ELDER,Macolm street,Harvest street,Elder street,Eastbound Kerbside,8/22/2023 12:00:00 AM,9/5/2023 12:00:00 AM,2023,4210,3343,450,357,0.4,60,62.82,28.08,Austraffic,115.846017,-31.953353,12895920.8287,-3757187.2706
255,64,MALCLM_HARVST_ELDER,Macolm street,Harvest street,Elder street,Westbound kerbside,8/22/2023 12:00:00 AM,9/5/2023 12:00:00 AM,2023,3099,2461,307,301,0.3,60,67.86,58.02,Austraffic,115.846017,-31.953353,12895920.8287,-3757187.2706
256,63,MALCLM_HARVST_ELDER,Macolm street,Harvest street,Elder street,Eastbound Offside,8/22/2023 12:00:00 AM,9/5/2023 12:00:00 AM,2023,6467,5256,557,576,0.3,60,58.5,10.43,Austraffic,115.846382,-31.953487,12895961.4603,-3757204.851
257,65,MALCLM_HARVST_ELDER,Macolm street,Harvest street,Elder street,Westbound offside,8/22/2023 12:00:00 AM,9/5/2023 12:00:00 AM,2023,3195,2532,331,325,0.3,60,60.12,15.39,Austraffic,115.846382,-31.953487,12895961.4603,-3757204.851
258,55,STHLND_ROEST_FWY,Sutherland Street,Roe Street,Mitchell Freeway,North,3/9/2022 12:00:00 AM,3/17/2022 12:00:00 AM,2022,6596,6096,384,768,0.0295,50,52.7,0.0295,Pantagon,115.847523,-31.944901,12896088.4832,-3756078.4337
259,56,STHLND_ROEST_FWY,Sutherland Street,Roe Street,Mitchell Freeway,South,3/9/2022 12:00:00 AM,3/17/2022 12:00:00 AM,2022,245,210,22,31,0.0392,50,48.4,0.0074,Pantagon,115.847955,-31.944163,12896136.5742,-3755981.6186
260,83,STGEOT_ELDER_MILLGN,St Goerges Terrace,Elder street,Milligan street,Eastbound Offside,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,6238,5589,621,484,1.3,40,44.46,33.43,Traffic Logistics,115.849462,-31.952478,12896304.3248,-3757072.4721
261,84,STGEOT_ELDER_MILLGN,St Goerges Terrace,Elder street,Milligan street,Westbound Offside,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,5162,4872,396,459,0.9,40,49.32,55.5,Traffic Logistics,115.849462,-31.952478,12896304.3248,-3757072.4721
262,85,STGEOT_ELDER_MILLGN,St Goerges Terrace,Elder street,Milligan street,Westbound Kerbside,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,1736,1503,152,164,0.1,40,50.76,63.64,Traffic Logistics,115.849462,-31.952478,12896304.3248,-3757072.4721
263,86,STGEOT_ELDER_MILLGN,St Goerges Terrace,Elder street,Milligan street,Eastbound Kerbside,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,3449,3109,316,288,0.1,40,45.54,43.49,Traffic Logistics,115.849462,-31.952478,12896304.3248,-3757072.4721
264,67,MTSBYR_SPRING_OFFNTH,Mounts Bay Road,Spring St,Fwy off ramp,East,3/9/2022 12:00:00 AM,3/17/2022 12:00:00 AM,2022,17246,16037,1642,1229,0.0489,40,50.8,0.0124,Pantagon,115.849876,-31.954823,12896350.4108,-3757380.1318
265,66,MTSBYR_SPRING_OFFNTH,Mounts Bay Road,Spring St,Fwy off ramp,West,3/9/2022 12:00:00 AM,3/17/2022 12:00:00 AM,2022,7174,6687,707,576,0.0438,40,52,0.0155,Pantagon,115.849939,-31.955218,12896357.4239,-3757431.9559
266,71,HAYST_ELDER_MILLGN,Hay street,Elder street,Milligan street,Westbound Offside,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,2854,2514,196,280,0.2,40,41.22,18.45,Traffic Logistics,115.850435,-31.95138,12896412.6387,-3756928.419
267,72,HAYST_ELDER_MILLGN,Hay street,Elder street,Milligan street,Westbound Kerbside,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,2851,2572,165,324,0.1,40,42.48,24.14,Traffic Logistics,115.850435,-31.95138,12896412.6387,-3756928.419
268,81,SPRING_MTSBYR_MOUNT,Spring street,Mounts Bay Road,Mounts street,Northbound,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,4101,4015,338,288,0.4,40,33.66,1.97,Traffic Logistics,115.851301,-31.953679,12896509.0405,-3757230.0401
269,82,SPRING_MTSBYR_MOUNT,Spring street,Mounts Bay Road,Mounts street,Southbound,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,3969,3542,352,392,0.4,40,35.1,2.558,Traffic Logistics,115.851301,-31.953679,12896509.0405,-3757230.0401
270,91,WELGTN_ELDER_MILLGN,Wellington street,Elder street,Milligan street,Eastbound Offside,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,6463,5981,775,537,0.2,50,52.02,23.78,Traffic Logistics,115.851423,-31.948935,12896522.6232,-3756607.6507
271,92,WELGTN_ELDER_MILLGN,Wellington street,Elder street,Milligan street,Eastbound Kerbside,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,3776,3612,392,292,0.6,50,51.12,18.58,Traffic Logistics,115.851423,-31.948935,12896522.6232,-3756607.6507
272,93,WELGTN_ELDER_MILLGN,Wellington street,Elder street,Milligan street,Westbound Kerbside,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,5599,5575,372,398,0.3,50,45.18,5.456,Traffic Logistics,115.851467,-31.948925,12896527.5212,-3756606.3387
273,94,WELGTN_ELDER_MILLGN,Wellington street,Elder street,Milligan street,Westbound Offside,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,7054,6943,362,762,0.3,50,48.42,10.7,Traffic Logistics,115.851467,-31.948925,12896527.5212,-3756606.3387
274,77,MTSBYR_MILL_WILLIAM,Mounts Bay Road,Mill street,William street,Eastbound Offside,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,7932,7310,751,467,0.3,40,46.08,33.84,Traffic Logistics,115.851565,-31.957025,12896538.4281,-3757669.0378
275,78,MTSBYR_MILL_WILLIAM,Mounts Bay Road,Mill street,William street,Westbound Kerbside,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,1275,1242,110,131,0.8,40,50.04,69.54,Traffic Logistics,115.851565,-31.957025,12896538.4281,-3757669.0378
276,79,MTSBYR_MILL_WILLIAM,Mounts Bay Road,Mill street,William street,Eastbound  Kerbside,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,4309,4356,536,523,0.2,40,45.18,33.78,Traffic Logistics,115.851565,-31.957025,12896538.4281,-3757669.0378
277,80,MTSBYR_MILL_WILLIAM,Mounts Bay Road,Mill street,William street,Westbound Kerbside,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,869,816,100,87,0.4,40,50.94,77.55,Traffic Logistics,115.851565,-31.957025,12896538.4281,-3757669.0378
278,75,MILL_STGEOT_MTSBYR,Mill street,St Goerges Terrace,Mounts Bay Road,Southbound,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,3807,3361,305,328,4.6,40,36.18,6.515,Traffic Logistics,115.852447,-31.95454,12896636.6117,-3757343.0026
279,76,MILL_STGEOT_MTSBYR,Mill street,St Goerges Terrace,Mounts Bay Road,Northbound,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,3026,2715,323,212,2.4,40,38.16,0.091,Traffic Logistics,115.852447,-31.95454,12896636.6117,-3757343.0026
280,17,HAYST_MILLGN_KINGST,Hay Street,Milligan Street,King Street,Westbound,10/16/2023 12:00:00 AM,10/23/2023 12:00:00 AM,2023,4456,4116,252,516,0.6,40,37.08,7.496,COP,115.8525641,-31.9520924,12896649.6476,-3757021.8826
281,58,FTZGLD_ABDEEN_NWCSTL,Fitzgerald Street,Aberdeen St,Newcastle St,South,3/9/2022 12:00:00 AM,3/17/2022 12:00:00 AM,2022,7268,7023,975,419,0.0542,50,48.1,0.0985,Pantagon,115.853781,-31.943766,12896785.1192,-3755929.5366
282,57,FTZGLD_ABDEEN_NWCSTL,Fitzgerald Street,Aberdeen St,Newcastle St,North,3/9/2022 12:00:00 AM,3/17/2022 12:00:00 AM,2022,8295,8075,500,815,0.0507,50,45.2,0.0551,Pantagon,115.853786,-31.943853,12896785.6757,-3755940.9498
283,99,WILLIAM_ESPLND_RIVDV,Wiliam street,The Esplanade,Riverside Drive,Southbound,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,13737,13672,864,622,0.4,40,41.94,23.66,Traffic Logistics,115.855431,-31.957152,12896968.7866,-3757685.7014
284,100,WILLIAM_ESPLND_RIVDV,Wiliam street,The Esplanade,Riverside Drive,Northbound,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,7508,7396,652,400,0.8,40,40.68,16.69,Traffic Logistics,115.855431,-31.957152,12896968.7866,-3757685.7014
285,16,HAYST_KINGST_WILIAM,Hay Street,King Street,William Street,Westbound,10/16/2023 12:00:00 AM,10/23/2023 12:00:00 AM,2023,4147,3807,276,375,0.7,40,29.52,1.077,COP,115.8558367,-31.9531855,12897013.9494,-3757165.2941
286,64,ESPLND_HOWDST_SHERWD,The Esplanade,Howard St,Sherwood Court,East,3/9/2022 12:00:00 AM,3/17/2022 12:00:00 AM,2022,13365,12620,1208,962,0.0408,40,46.1,0.0621,Pantagon,115.857161,-31.956453,12897161.3683,-3757593.9909
287,65,ESPLND_HOWDST_SHERWD,The Esplanade,Howard St,Sherwood Court,West,3/9/2022 12:00:00 AM,3/17/2022 12:00:00 AM,2022,8594,8319,713,583,0.041,40,45.5,0.0547,Pantagon,115.85729,-31.956548,12897175.7284,-3757606.4551
288,62,STGEOT_HOWDST_SHERWD,St Georges Terrace,Howard St,Sherwood Court,West,3/9/2022 12:00:00 AM,3/17/2022 12:00:00 AM,2022,8450,7850,726,655,0.1214,40,43.2,0.03,Pantagon,115.857838,-31.955312,12897236.7314,-3757444.2898
289,63,STGEOT_HOWDST_SHERWD,St Georges Terrace,Howard St,Sherwood Court,East,3/9/2022 12:00:00 AM,3/17/2022 12:00:00 AM,2022,8592,8195,654,662,0.1254,40,41.6,0.0219,Pantagon,115.858038,-31.955498,12897258.9951,-3757468.6932
290,66,BARRACK_ESPLND_RIVDV,Barrack street,The Esplanade,Riverside Drive,Northbound Kerbside,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,3537,3399,433,336,0.5,40,45.9,42.11,Traffic Logistics,115.858528,-31.958097,12897313.5408,-3757809.6901
291,67,BARRACK_ESPLND_RIVDV,Barrack street,The Esplanade,Riverside Drive,Northbound offside,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,6267,6359,523,439,0.7,40,43.2,28.14,Traffic Logistics,115.858528,-31.958097,12897313.5408,-3757809.6901
292,68,BARRACK_ESPLND_RIVDV,Barrack street,The Esplanade,Riverside Drive,Southbound,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,10363,10193,424,845,0.7,40,41.58,21.92,Traffic Logistics,115.858528,-31.958097,12897313.5408,-3757809.6901
293,101,WILLIAM_ROEST_JAMES,Wiliam street,Roe street,James street,Northbound,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,3984,3878,145,325,0.5,40,30.86,1.365,Traffic Logistics,115.859266,-31.949401,12897395.6966,-3756668.7855
294,102,WILLIAM_ROEST_JAMES,Wiliam street,Roe street,James street,Southbound,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,4680,4483,370,259,0.6,40,32.29,2.255,Traffic Logistics,115.859266,-31.949401,12897395.6966,-3756668.7855
295,36,LAW_JMS_WLM_108,laneway,James Street,William Street,Northbound/Southbound,7/20/2022 12:00:00 AM,7/27/2022 12:00:00 AM,2022,99,108,7,13,6.5,40,18.18,0,COP,115.8597754,-31.9490873,12897452.4027,-3756627.6302
296,40,ABN_VTL_LNW_112,Aberdeen Street,Via Torre Lane,Lion Walk,Eastbound/Westbound,8/4/2022 12:00:00 AM,8/15/2022 12:00:00 AM,2022,5739,5777,369,493,15.1,40,45.18,33.29,COP,115.859796,-31.9469175,12897454.6979,-3756342.9715
297,53,WELGTN_WILIAM_BEAUFT,Wellington Street,William St,Beaufort St,East,3/9/2022 12:00:00 AM,3/17/2022 12:00:00 AM,2022,7784,7387,681,653,0.1336,40,45,0.3521,Pantagon,115.860091,-31.951805,12897487.5336,-3756984.1769
298,37,LAW_FCS_NWC_109,laneway,Francis Street,Aberdeen Street,Northbound/Southbound,7/20/2022 12:00:00 AM,7/27/2022 12:00:00 AM,2022,49,47,4,4,8.8,40,20.94,0.303,COP,115.8603403,-31.9480537,12897515.2877,-3756492.0301
299,54,WELGTN_WILIAM_BEAUFT,Wellington Street,William St,Beaufort St,West,3/9/2022 12:00:00 AM,3/17/2022 12:00:00 AM,2022,8425,8016,714,610,0.1328,40,45.4,0.4144,Pantagon,115.860388,-31.951977,12897520.5953,-3757006.7426
300,15,FCS_MUS_WLM_87,Francis St,Museum St,William St,Westbound/Eastbound,3/9/2022 12:00:00 AM,3/16/2022 12:00:00 AM,2022,2767,2993,154,223,3.62,40,40.14,15.7,COP,115.8604477,-31.9483167,12897527.2431,-3756526.5334
301,79,FRANCS_MUSEUM_WILIAM,Francis St,Museum St,William St,Westbound/Eastbound,3/9/2022 12:00:00 AM,3/16/2022 12:00:00 AM,2022,2767,2993,154,223,3.62,40,40.14,15.7,COP,115.8604477,-31.9483167,12897527.2431,-3756526.5334
302,38,NWC_VTL_ETI_110,Newcastle Street,Via Torre Lane,Errichetti Place,Eastbound,8/4/2022 12:00:00 AM,8/15/2022 12:00:00 AM,2022,5915,6030,381,441,3.4,50,41.22,1.693,COP,115.8605229,-31.9460301,12897535.6164,-3756226.5542
303,39,NWC_VTL_ETI_110,Newcastle Street,Via Torre Lane,Errichetti Place,Westbound,8/4/2022 12:00:00 AM,8/15/2022 12:00:00 AM,2022,5510,5578,340,387,3.9,50,42.66,2.018,COP,115.8605229,-31.9460301,12897535.6164,-3756226.5542
304,51,WILIAM_ABDEEN_NWCSTL,William Street,Aberdeen St,Newcastle St,North,3/9/2022 12:00:00 AM,3/17/2022 12:00:00 AM,2022,3634,3747,211,301,0.0409,40,35.3,0.0434,Pantagon,115.860833,-31.94681,12897570.1356,-3756328.8684
305,52,WILIAM_ABDEEN_NWCSTL,William Street,Aberdeen St,Newcastle St,South,3/9/2022 12:00:00 AM,3/17/2022 12:00:00 AM,2022,3937,3896,438,238,0.0272,40,40.1,0.1532,Pantagon,115.860855,-31.946812,12897572.5846,-3756329.1307
306,15,ABDEEN_WILIAM_MUSEUM,Aberdeen Street,Museum Street,William Street,Eastbound/Westbound,10/16/2023 12:00:00 AM,10/23/2023 12:00:00 AM,2023,4710,4718,408,414,0.9,40,39.24,12.74,COP,115.8610982,-31.9474766,12897599.6568,-3756416.3197
307,1,HAY_BAK_PIR_73,Hay Street,Barrack Street,Pier Street,Westbound,2/14/2022 12:00:00 AM,2/28/2022 12:00:00 AM,2022,2023,1991,154,175,12.52,40,33.3,11.38,COP,115.8616809,-31.9550915,12897664.5187,-3757415.3606
308,2,HAY_BAK_PIR_74,Hay Street,Barrack Street,Pier Street,Eastbound,2/14/2022 12:00:00 AM,2/28/2022 12:00:00 AM,2022,1536,1437,115,111,6.9,40,30.78,0.75,COP,115.8616809,-31.9550915,12897664.5187,-3757415.3606
309,14,ABDEEN_MUSEUM_WILIAM,Aberdeen Street,Museum Street,William Street,Eastbound/Westbound,10/16/2023 12:00:00 AM,10/23/2023 12:00:00 AM,2023,4424,4459,369,385,0.4,40,45.9,37.31,COP,115.861786,-31.947827,12897676.2215,-3756462.2887
310,16,ABN_MUS_WLM_88,Aberdeen Street,Museum St,William St,Westbound,3/9/2022 12:00:00 AM,3/16/2022 12:00:00 AM,2022,2290,2218,146,228,6.7,40,40.5,16.84,COP,115.8617862,-31.9478269,12897676.2438,-3756462.2757
311,17,ABN_MUS_WLM_89,Aberdeen Street,Museum St,William St,Eastbound,3/9/2022 12:00:00 AM,3/16/2022 12:00:00 AM,2022,2420,2343,212,177,6.4,40,40.5,17.11,COP,115.8617862,-31.9478269,12897676.2438,-3756462.2757
312,80,ABDEEN_MUSEUM_WILIAM,Aberdeen Street,Museum St,William St,Westbound,3/9/2022 12:00:00 AM,3/16/2022 12:00:00 AM,2022,2290,2218,146,228,6.7,40,40.5,16.84,COP,115.8617862,-31.9478269,12897676.2438,-3756462.2757
313,81,ABDEEN_MUSEUM_WILIAM,Aberdeen Street,Museum St,William St,Eastbound,3/9/2022 12:00:00 AM,3/16/2022 12:00:00 AM,2022,2420,2343,212,177,6.4,40,40.5,17.11,COP,115.8617862,-31.9478269,12897676.2438,-3756462.2757
314,69,BEAUFT_ROEST_JAMES,Beauford street,Roe street,James street,Northbound,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,6587,6945,348,642,1.5,50,43.56,2.383,Traffic Logistics,115.861846,-31.950668,12897682.8986,-3756835.008
315,70,BEAUFT_ROEST_JAMES,Beauford street,Roe street,James street,Southbound,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,5664,5729,545,305,1.1,50,44.1,3.256,Traffic Logistics,115.861846,-31.950668,12897682.8986,-3756835.008
316,24,RIVSDR_GOVNRS_VICTAV,Riverside Drive,Governors Avenue,Victoria Avenue,Eastbound Offside,8/21/2023 12:00:00 AM,8/28/2023 12:00:00 AM,2023,1258,1335,73,156,0.2,60,64.98,44.83,COP,115.8619331,-31.9597041,12897692.5919,-3758020.5525
317,25,RIVSDR_GOVNRS_VICTAV,Riverside Drive,Governors Avenue,Victoria Avenue,Eastbound kerbside,8/21/2023 12:00:00 AM,8/28/2023 12:00:00 AM,2023,3514,3858,229,311,0.3,60,58.86,10.39,COP,115.8619331,-31.9597041,12897692.5919,-3758020.5525
318,3,HAY_BAK_PIR_75,Hay Street,Barrack Street,Pier Street,Westbound/Eastbound,2/14/2022 12:00:00 AM,2/28/2022 12:00:00 AM,2022,3074,3008,232,248,9.8,40,24.84,0.824,COP,115.8619737,-31.9551883,12897697.1127,-3757428.0608
319,9,PIR_HAY_SGT_81,Pier Street,Hay Street,St Georges Terrace,Northbound/Southbound,2/14/2022 12:00:00 AM,2/28/2022 12:00:00 AM,2022,1924,1582,143,180,4.4,40,26.82,0.571,COP,115.8620894,-31.955565,12897709.9922,-3757477.4843
320,10,PIR_HAY_MRY_82,Pier Street,Hay Street,Murray Street,Southbound,2/14/2022 12:00:00 AM,2/28/2022 12:00:00 AM,2022,1388,1296,101,124,14,40,26.64,0.104,COP,115.8623705,-31.9549783,12897741.2842,-3757400.5086
321,26,RIVSDR_VICTAV_GOVNRS,Riverside Drive,Victoria Avenue,Governors Avenue,Westbound offside,8/22/2023 12:00:00 AM,8/29/2023 12:00:00 AM,2023,2920,2992,250,2667,3.8,60,60.48,16.75,COP,115.8627477,-31.9600592,12897783.2721,-3758067.1445
322,27,RIVSDR_VICTAV_GOVNRS,Riverside Drive,Victoria Avenue,Governors Avenue,Westbound kerbside,8/22/2023 12:00:00 AM,8/29/2023 12:00:00 AM,2023,3626,3775,330,319,0.6,60,67.96,8.136,COP,115.8627477,-31.9600592,12897783.2721,-3758067.1445
323,47,TERRAC_GOVNRS_VICTAV,Terrace road,Governors Avenue,Victoria Avenue,Westbound/Eastbound,11/21/2023 12:00:00 AM,11/28/2023 12:00:00 AM,2023,3044,2787,252,212,0.8,50,44.46,5.812,COP,115.8630388,-31.9588715,12897815.6773,-3757911.31
324,8,IRW_HAY_SGT_80,Irwin Street,Hay Street,St Georges Terrace,Southbound/Northbound,2/14/2022 12:00:00 AM,2/28/2022 12:00:00 AM,2022,1504,1364,116,126,8.2,40,27.18,0.026,COP,115.8633528,-31.9559991,12897850.6323,-3757534.4392
325,41,BFT_ABN_NWC_100,Beaufort  Street,Aberdeen St,Newcastle St,North,3/9/2022 12:00:00 AM,3/17/2022 12:00:00 AM,2022,4102,4119,216,436,0.117,50,43.2,0.0022,Pantagon,115.863539,-31.947969,12897871.3633,-3756480.9176
326,42,BFT_ABN_NWC_101,Beaufort  Street,Aberdeen St,Newcastle St,South,3/9/2022 12:00:00 AM,3/17/2022 12:00:00 AM,2022,4131,4100,448,224,0.107,50,43.7,0.0027,Pantagon,115.863556,-31.947988,12897873.2556,-3756483.4102
327,88,STGEOT_IRWIN_VICTAV,St Goerges Terrace,Irwin street,Victoria Avenue,Eastbound Offside,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,6439,6128,385,496,1.1,40,50.58,64.57,Traffic Logistics,115.863854,-31.957094,12897906.425,-3757678.0933
328,89,STGEOT_IRWIN_VICTAV,St Goerges Terrace,Irwin street,Victoria Avenue,Westbound Kerbside,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,1261,1298,94,80,0.1,40,54.18,87.33,Traffic Logistics,115.863854,-31.957094,12897906.425,-3757678.0933
329,90,STGEOT_IRWIN_VICTAV,St Goerges Terrace,Irwin street,Victoria Avenue,Westbound Offside,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,6540,6204,506,440,1.6,40,51.12,72.32,Traffic Logistics,115.863854,-31.957094,12897906.425,-3757678.0933
330,4,HAY_IRW_VIC_76,Hay Street,Irwin Street,Victoria Avenue,Westbound,2/14/2022 12:00:00 AM,2/28/2022 12:00:00 AM,2022,2806,2705,264,217,6.5,40,22.14,0.01,COP,115.8638763,-31.9557994,12897908.9078,-3757508.2382
331,5,HAY_IRW_VIC_77,Hay Street,Irwin Street,Victoria Avenue,Eastbound,2/14/2022 12:00:00 AM,2/28/2022 12:00:00 AM,2022,823,766,60,67,4.5,40,24.66,0.228,COP,115.8638763,-31.9557994,12897908.9078,-3757508.2382
332,87,STGEOT_IRWIN_VICTAV,St Goerges Terrace,Irwin street,Victoria Avenue,Eastbound Kerbside,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,4681,4559,257,410,0.2,40,51.66,77.34,Traffic Logistics,115.864017,-31.95719,12897924.5699,-3757690.6889
333,33,MUR_IRW_VSQ_105,Murray Street,Irwin Street,Victoria Square,Eastbound,6/23/2022 12:00:00 AM,7/8/2022 12:00:00 AM,2022,2343,2174,170,179,11.9,40,37.26,7.785,COP,115.8641707,-31.9546189,12897941.6804,-3757353.3554
334,34,MUR_IRW_VSQ_106,Murray Street,Irwin Street,Victoria Square,Eastbound,6/23/2022 12:00:00 AM,7/8/2022 12:00:00 AM,2022,2318,2148,169,177,10.2,40,36.36,5.925,COP,115.8646582,-31.9547836,12897995.9483,-3757374.9642
335,6,HAY_IRW_VIC_78,Hay Street,Irwin Street,Victoria Avenue,Westbound,2/14/2022 12:00:00 AM,2/28/2022 12:00:00 AM,2022,3505,3239,353,275,6.9,40,38.38,10.37,COP,115.8647992,-31.9560959,12898011.6438,-3757547.1397
336,7,HAYT_IRW_VIC_79,Hay Street,Irwin Street,Victoria Avenue,Eastbound,2/14/2022 12:00:00 AM,2/28/2022 12:00:00 AM,2022,978,887,66,86,3.7,40,35.2,4.943,COP,115.8647992,-31.9560959,12898011.6438,-3757547.1397
337,73,HAYST_IRWIN_VICTAV,Hay street,Irwin street,Victoria Avenue,Westbound,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,4028,3697,414,269,0.4,40,38.16,9.525,Traffic Logistics,115.865199,-31.956224,12898056.1492,-3757563.9469
338,74,HAYST_IRWIN_VICTAV,Hay street,Irwin street,Victoria Avenue,Eastbound,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,1208,1111,85,100,0.4,40,36,6.01,Traffic Logistics,115.865199,-31.956224,12898056.1492,-3757563.9469
339,35,MUR_IRW_VSQ_107,Murray Street,Irwin Street,Victoria Square,Eastbound,6/23/2022 12:00:00 AM,7/8/2022 12:00:00 AM,2022,2459,2274,182,187,9.3,40,28.62,0.056,COP,115.8652401,-31.955175,12898060.7247,-3757426.3162
340,50,TERRAC_VICTAV_HILL,Terrace road,Victoria Avenue,Hill Street,Eastbound/Westbound,11/21/2023 12:00:00 AM,11/28/2023 12:00:00 AM,2023,5924,5492,486,457,0.6,50,54.18,25.7,COP,115.86591,-31.9597946,12898135.2963,-3758032.4278
341,95,WELGTN_PIER_LORD,Wellington street,Pier street,Lord street,Westbound Offside,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,4621,4334,455,290,0.6,50,51.84,23.05,Traffic Logistics,115.866195,-31.953819,12898167.0241,-3757248.4089
342,96,WELGTN_PIER_LORD,Wellington street,Pier street,Lord street,Westbound kerbside,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,3251,3249,260,202,0.1,50,52.74,28.22,Traffic Logistics,115.866195,-31.953819,12898167.0241,-3757248.4089
343,97,WELGTN_PIER_LORD,Wellington street,Lord street,Pier street,Eadtbound Offside,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,4371,4181,326,386,1.3,50,54.72,3.77,Traffic Logistics,115.866195,-31.953819,12898167.0241,-3757248.4089
344,98,WELGTN_PIER_LORD,Wellington street,Lord street,Pier street,Eadtbound Offside,3/6/2023 12:00:00 AM,3/15/2023 12:00:00 AM,2023,2889,2884,152,308,0.1,50,54.9,41.06,Traffic Logistics,115.866195,-31.953819,12898167.0241,-3757248.4089
345,32,RIVSDV_PLAIN_VICTAV,Riverside Drive,Plain street,Victoria Avenue,Westbound Kerside,8/22/2023 12:00:00 AM,8/29/2023 12:00:00 AM,2023,2429,2518,271,186,0.5,60,62.82,30.29,COP,115.8683289,-31.9620513,12898404.5665,-3758328.5281
346,33,RIVSDV_PLAIN_VICTAV,Riverside Drive,Plain street,Victoria Avenue,Westbound Offside,8/22/2023 12:00:00 AM,8/29/2023 12:00:00 AM,2023,3051,3088,386,249,0.3,60,64.8,46.86,COP,115.8683289,-31.9620513,12898404.5665,-3758328.5281
347,34,RIVSDV_VICTAV_PLAIN,Riverside Drive,Victoria Avenue,Plain street,Eastbound kerbside,8/22/2023 12:00:00 AM,8/29/2023 12:00:00 AM,2023,3272,3257,177,358,0.5,60,64.98,47.7,COP,115.8683289,-31.9620513,12898404.5665,-3758328.5281
348,35,RIVSDV_VICTAV_PLAIN,Riverside Drive,Victoria Avenue,Plain street,Eastbounf Offside,8/22/2023 12:00:00 AM,8/29/2023 12:00:00 AM,2023,1931,1882,110,282,0.2,60,64.44,44.61,COP,115.8683289,-31.9620513,12898404.5665,-3758328.5281
